City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Ushuaia,-54.8,-68.3,51.42,53,40,5.75,AR,2021-09-27 17:53:53
293,Kruisfontein,-34.0033,24.7314,60.89,90,76,14.74,ZA,2021-09-27 17:54:51
294,Cape Town,-33.9258,18.4232,60.28,59,40,10.36,ZA,2021-09-27 17:53:54
295,Hilo,19.7297,-155.09,76.8,91,90,4.61,US,2021-09-27 17:53:41
296,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
297,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
298,Butaritari,3.0707,172.7902,83.34,76,51,21.39,KI,2021-09-27 17:54:48
299,Puerto Del Rosario,28.5004,-13.8627,76.75,78,40,17.27,ES,2021-09-27 17:54:52
300,Sao Filipe,14.8961,-24.4956,81.07,75,36,11.07,CV,2021-09-27 17:53:54
301,Moindou,-21.6924,165.677,58.95,71,83,5.79,NC,2021-09-27 17:54:52
302,Kismayo,-0.3582,42.5454,76.89,83,69,17.13,SO,2021-09-27 17:54:52
303,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
304,Kisangani,0.5167,25.2,78.1,62,27,1.92,CD,2021-09-27 17:54:53
305,Wajid,3.8093,43.2471,86.29,33,85,10.92,SO,2021-09-27 17:54:53
306,New Norfolk,-42.7826,147.0587,45.91,69,74,1.01,AU,2021-09-27 17:53:50
307,Olinda,-8.0089,-34.8553,80.33,65,75,19.57,BR,2021-09-27 17:51:40
308,Nikolskoye,59.7035,30.7861,49.89,97,9,3.98,RU,2021-09-27 17:54:17
309,Butaritari,3.0707,172.7902,83.34,76,51,21.39,KI,2021-09-27 17:54:48
310,Tombouctou,20.0,-3.0,97.03,9,0,8.48,ML,2021-09-27 17:54:53
311,Busselton,-33.65,115.3333,49.53,92,8,7.81,AU,2021-09-27 17:54:01
312,Bima,-8.4667,118.7167,75.09,88,51,4.12,ID,2021-09-27 17:54:54
313,Lasa,46.6166,10.7002,65.03,76,89,6.2,IT,2021-09-27 17:54:27
314,Poso,-1.3959,120.7524,76.62,84,83,3.74,ID,2021-09-27 17:54:54
315,Atuona,-9.8,-139.0333,77.94,73,69,19.86,PF,2021-09-27 17:53:55
316,Trofors,65.5333,13.4063,61.95,84,100,6.13,NO,2021-09-27 17:54:54
317,Butaritari,3.0707,172.7902,83.34,76,51,21.39,KI,2021-09-27 17:54:48
318,Ahuimanu,21.4447,-157.8378,78.46,75,40,11.5,US,2021-09-27 17:54:54
319,Luderitz,-26.6481,15.1594,58.71,75,0,26.19,NA,2021-09-27 17:54:55
320,Port Lincoln,-34.7333,135.8667,57.2,75,96,5.35,AU,2021-09-27 17:54:55
321,Cockburn Town,21.4612,-71.1419,85.96,66,40,5.75,TC,2021-09-27 17:54:55
322,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
323,Pevek,69.7008,170.3133,23.13,66,100,2.71,RU,2021-09-27 17:54:56
324,La Romana,18.4273,-68.9728,89.96,84,40,9.22,DO,2021-09-27 17:54:56
325,Avarua,-21.2078,-159.775,71.65,94,8,1.14,CK,2021-09-27 17:54:14
326,Comodoro Rivadavia,-45.8667,-67.5,60.66,23,20,20.71,AR,2021-09-27 17:54:56
327,Chorozinho,-4.3003,-38.4978,86.81,41,71,15.84,BR,2021-09-27 17:54:57
328,Carnarvon,-24.8667,113.6333,62.67,67,2,12.66,AU,2021-09-27 17:53:59
329,Ewa Beach,21.3156,-158.0072,78.69,70,75,4.61,US,2021-09-27 17:54:57
330,Atuona,-9.8,-139.0333,77.94,73,69,19.86,PF,2021-09-27 17:53:55
331,Hilo,19.7297,-155.09,76.8,91,90,4.61,US,2021-09-27 17:53:41
332,Hermanus,-34.4187,19.2345,58.89,75,73,7.27,ZA,2021-09-27 17:54:44
333,Bougouni,11.417,-7.479,83.57,62,51,0.72,ML,2021-09-27 17:54:57
334,Kutum,14.2,24.6667,81.54,40,87,9.53,SD,2021-09-27 17:54:58
335,Butaritari,3.0707,172.7902,83.34,76,51,21.39,KI,2021-09-27 17:54:48
336,Misratah,32.3754,15.0925,77.4,60,2,11.16,LY,2021-09-27 17:54:58
337,Ballina,-28.8667,153.5667,51.76,93,40,1.14,AU,2021-09-27 17:54:58
338,Anisoc,1.8658,10.7689,71.31,98,97,2.08,GQ,2021-09-27 17:54:58
339,Kapaa,22.0752,-159.319,77.32,78,20,13.8,US,2021-09-27 17:53:49
340,Albany,42.6001,-73.9662,75.74,70,91,6.11,US,2021-09-27 17:54:22
341,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
342,Banjar,-8.19,114.9675,78.66,83,73,6.11,ID,2021-09-27 17:54:59
343,Gossas,14.4912,-16.0642,100.42,44,93,2.62,SN,2021-09-27 17:54:59
344,Severo-Kurilsk,50.6789,156.125,47.57,91,22,8.97,RU,2021-09-27 17:54:02
345,Castro,-24.7911,-50.0119,85.3,30,2,5.01,BR,2021-09-27 17:53:57
346,Hasaki,35.7333,140.8333,63.28,75,79,14.12,JP,2021-09-27 17:55:00
347,Pafos,34.7667,32.4167,75.11,73,20,5.75,CY,2021-09-27 17:53:07
348,Airai,-8.9266,125.4092,57.9,76,70,2.33,TL,2021-09-27 17:55:00
349,Dikson,73.5069,80.5464,35.67,86,79,20.96,RU,2021-09-27 17:55:00
350,Flinders,-34.5833,150.8552,55.8,76,63,9.1,AU,2021-09-27 17:55:01
351,Kavieng,-2.5744,150.7967,81.64,77,90,9.15,PG,2021-09-27 17:54:06
352,Dagda,56.0951,27.5372,46.27,82,33,3.58,LV,2021-09-27 17:55:01
353,Atuona,-9.8,-139.0333,77.94,73,69,19.86,PF,2021-09-27 17:53:55
354,Maneadero,31.7167,-116.5667,70.2,85,44,4.0,MX,2021-09-27 17:55:01
355,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
356,Charters Towers,-20.1,146.2667,63.63,88,35,9.13,AU,2021-09-27 17:55:03
357,Saldanha,-33.0117,17.9442,59.05,77,37,14.45,ZA,2021-09-27 17:54:24
358,Hobart,-42.8794,147.3294,46.26,82,75,3.0,AU,2021-09-27 17:54:01
359,Cape Town,-33.9258,18.4232,60.28,59,40,10.36,ZA,2021-09-27 17:53:54
360,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
361,Omboue,-1.5746,9.2618,77.13,84,85,7.09,GA,2021-09-27 17:55:04
362,Itainopolis,-7.4469,-41.4783,102.63,16,35,10.87,BR,2021-09-27 17:55:04
363,Mar Del Plata,-38.0023,-57.5575,50.13,67,0,7.0,AR,2021-09-27 17:53:15
364,Orocuina,13.4817,-87.105,90.99,62,20,8.05,HN,2021-09-27 17:55:04
365,New Norfolk,-42.7826,147.0587,45.91,69,74,1.01,AU,2021-09-27 17:53:50
366,New Norfolk,-42.7826,147.0587,45.91,69,74,1.01,AU,2021-09-27 17:53:50
367,Chuy,-33.6971,-53.4616,67.62,65,5,7.83,UY,2021-09-27 17:55:05
368,Atambua,-9.1061,124.8925,71.1,88,82,3.69,ID,2021-09-27 17:55:05
369,Saint-Philippe,-21.3585,55.7679,71.19,84,24,12.55,RE,2021-09-27 17:54:39
370,Beringovskiy,63.05,179.3167,35.22,74,83,1.3,RU,2021-09-27 17:55:06
371,Atuona,-9.8,-139.0333,77.94,73,69,19.86,PF,2021-09-27 17:53:55
372,Lebu,-37.6167,-73.65,55.36,54,0,17.2,CL,2021-09-27 17:54:38
373,Atuona,-9.8,-139.0333,77.94,73,69,19.86,PF,2021-09-27 17:53:55
374,Bonavista,48.6499,-53.1147,64.4,98,100,13.71,CA,2021-09-27 17:54:45
375,Kapaa,22.0752,-159.319,77.32,78,20,13.8,US,2021-09-27 17:53:49
376,Ribeira Grande,38.5167,-28.7,72.0,73,75,12.66,PT,2021-09-27 17:54:17
377,Albany,42.6001,-73.9662,75.74,70,91,6.11,US,2021-09-27 17:54:22
378,Preobrazheniye,42.9019,133.9064,59.67,83,100,2.3,RU,2021-09-27 17:55:06
379,Jamestown,42.097,-79.2353,75.09,56,1,7.0,US,2021-09-27 17:50:23
380,Kozarmisleny,46.0297,18.2921,68.52,82,0,10.36,HU,2021-09-27 17:55:06
381,Alta Floresta,-9.8756,-56.0861,82.22,69,75,4.61,BR,2021-09-27 17:55:07
382,Castro,-24.7911,-50.0119,85.3,30,2,5.01,BR,2021-09-27 17:53:57
383,Qandala,11.472,49.8728,88.23,57,46,0.78,SO,2021-09-27 17:55:07
384,Albany,42.6001,-73.9662,75.74,70,91,6.11,US,2021-09-27 17:54:22
385,Vaini,-21.2,-175.2,62.76,100,20,3.44,TO,2021-09-27 17:54:29
386,Kodiak,57.79,-152.4072,42.44,50,42,2.17,US,2021-09-27 17:55:08
387,Ushuaia,-54.8,-68.3,51.42,53,40,5.75,AR,2021-09-27 17:53:53
388,Torbay,47.6666,-52.7314,66.97,92,75,12.66,CA,2021-09-27 17:54:13
389,Zarand,30.8127,56.564,72.54,21,0,5.01,IR,2021-09-27 17:55:08
390,Caravelas,-17.7125,-39.2481,78.44,69,96,10.0,BR,2021-09-27 17:55:08
391,Tasiilaq,65.6145,-37.6368,30.78,67,3,5.66,GL,2021-09-27 17:55:08
392,Avarua,-21.2078,-159.775,71.65,94,8,1.14,CK,2021-09-27 17:54:14
393,Laguna,38.421,-121.4238,79.21,67,1,4.0,US,2021-09-27 17:55:09
394,Hithadhoo,-0.6,73.0833,82.71,75,100,13.35,MV,2021-09-27 17:54:32
395,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
396,Santa Rosa,14.3122,121.1114,82.38,83,50,2.13,PH,2021-09-27 17:55:09
397,Acurenam,1.0322,10.6488,68.79,98,100,2.89,GQ,2021-09-27 17:55:09
398,Hobart,-42.8794,147.3294,46.26,82,75,3.0,AU,2021-09-27 17:54:01
399,New Norfolk,-42.7826,147.0587,45.91,69,74,1.01,AU,2021-09-27 17:53:50
400,Jamestown,42.097,-79.2353,75.09,56,1,7.0,US,2021-09-27 17:50:23
401,Saint George,37.1041,-113.5841,85.53,39,0,1.99,US,2021-09-27 17:55:10
402,Sipe Sipe,-17.45,-66.3833,82.89,28,12,7.14,BO,2021-09-27 17:55:10
403,Glencoe,-28.1783,30.147,70.29,34,56,6.06,ZA,2021-09-27 17:55:10
404,Puerto Ayora,-0.7393,-90.3518,75.16,88,100,9.86,EC,2021-09-27 17:53:52
405,Saint-Philippe,-21.3585,55.7679,71.19,84,24,12.55,RE,2021-09-27 17:54:39
406,Bethel,41.3712,-73.414,78.03,58,1,9.22,US,2021-09-27 17:52:34
407,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
408,Kjollefjord,70.9457,27.3465,49.78,79,71,7.58,NO,2021-09-27 17:55:11
409,San Cristobal,7.7669,-72.225,87.98,44,53,7.83,VE,2021-09-27 17:55:11
410,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
411,Ushuaia,-54.8,-68.3,51.42,53,40,5.75,AR,2021-09-27 17:53:53
412,Vaini,-21.2,-175.2,62.76,100,20,3.44,TO,2021-09-27 17:54:29
413,Kapaa,22.0752,-159.319,77.32,78,20,13.8,US,2021-09-27 17:53:49
414,Cockburn Town,21.4612,-71.1419,85.96,66,40,5.75,TC,2021-09-27 17:54:55
415,Hithadhoo,-0.6,73.0833,82.71,75,100,13.35,MV,2021-09-27 17:54:32
416,Albany,42.6001,-73.9662,75.74,70,91,6.11,US,2021-09-27 17:54:22
417,San Patricio,28.017,-97.5169,92.01,47,78,7.11,US,2021-09-27 17:55:12
418,Poum,-20.2333,164.0167,71.01,72,76,11.41,NC,2021-09-27 17:55:12
419,Tambovka,50.0969,128.0489,48.31,67,2,4.63,RU,2021-09-27 17:55:12
420,Akyab,20.15,92.9,79.41,86,100,13.78,MM,2021-09-27 17:55:13
421,Butaritari,3.0707,172.7902,83.34,76,51,21.39,KI,2021-09-27 17:54:48
422,Vanimo,-2.6741,141.3028,77.2,84,91,3.58,PG,2021-09-27 17:55:13
423,Kavieng,-2.5744,150.7967,81.64,77,90,9.15,PG,2021-09-27 17:54:06
424,Raudeberg,61.9875,5.1352,67.78,77,89,18.1,NO,2021-09-27 17:55:13
425,Cabo San Lucas,22.8909,-109.9124,92.61,65,1,1.99,MX,2021-09-27 17:53:18
426,Jamestown,42.097,-79.2353,75.09,56,1,7.0,US,2021-09-27 17:50:23
427,Pafos,34.7667,32.4167,75.11,73,20,5.75,CY,2021-09-27 17:53:07
428,Saint-Philippe,-21.3585,55.7679,71.19,84,24,12.55,RE,2021-09-27 17:54:39
429,Lupiro,-8.3833,36.6667,80.33,41,3,4.9,TZ,2021-09-27 17:55:14
430,Qaqortoq,60.7167,-46.0333,37.71,38,0,3.22,GL,2021-09-27 17:55:14
431,Roma,43.2128,-75.4557,75.85,77,100,3.67,US,2021-09-27 17:55:14
432,Hermanus,-34.4187,19.2345,58.89,75,73,7.27,ZA,2021-09-27 17:54:44
433,Acajutla,13.5928,-89.8275,85.14,71,60,4.72,SV,2021-09-27 17:55:14
434,Mahebourg,-20.4081,57.7,72.25,78,40,14.97,MU,2021-09-27 17:54:35
435,Cape Town,-33.9258,18.4232,60.28,59,40,10.36,ZA,2021-09-27 17:53:54
436,Busselton,-33.65,115.3333,49.53,92,8,7.81,AU,2021-09-27 17:54:01
437,Avarua,-21.2078,-159.775,71.65,94,8,1.14,CK,2021-09-27 17:54:14
438,Hithadhoo,-0.6,73.0833,82.71,75,100,13.35,MV,2021-09-27 17:54:32
439,Ushuaia,-54.8,-68.3,51.42,53,40,5.75,AR,2021-09-27 17:53:53
440,Ushuaia,-54.8,-68.3,51.42,53,40,5.75,AR,2021-09-27 17:53:53
441,Constitucion,-35.3333,-72.4167,60.84,46,28,15.1,CL,2021-09-27 17:55:15
442,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
443,Dhidhdhoo,6.8833,73.1,81.81,76,100,18.95,MV,2021-09-27 17:55:15
444,Tilichiki,60.4667,166.1,32.16,80,79,3.85,RU,2021-09-27 17:55:15
445,Aden,12.7794,45.0367,88.47,69,59,6.29,YE,2021-09-27 17:55:16
446,Ponta Do Sol,32.6667,-17.1,75.83,71,24,4.61,PT,2021-09-27 17:54:17
447,Puerto Ayora,-0.7393,-90.3518,75.16,88,100,9.86,EC,2021-09-27 17:53:52
448,Asfi,32.2994,-9.2372,72.07,71,11,18.23,MA,2021-09-27 17:55:16
449,Lebu,-37.6167,-73.65,55.36,54,0,17.2,CL,2021-09-27 17:54:38
450,Cidreira,-30.1811,-50.2056,71.31,77,2,10.45,BR,2021-09-27 17:55:16
451,Pacific Grove,36.6177,-121.9166,70.77,81,40,3.0,US,2021-09-27 17:55:17
452,Zigong,29.3416,104.7769,70.3,86,100,5.26,CN,2021-09-27 17:55:17
453,Marawi,7.9986,124.2928,66.65,87,80,4.41,PH,2021-09-27 17:55:17
454,Omboue,-1.5746,9.2618,77.13,84,85,7.09,GA,2021-09-27 17:55:04
455,Alexandria,31.2156,29.9553,78.76,61,40,10.36,EG,2021-09-27 17:55:18
456,Hermanus,-34.4187,19.2345,58.89,75,73,7.27,ZA,2021-09-27 17:54:44
457,Hamilton,39.1834,-84.5333,84.04,50,1,5.99,US,2021-09-27 17:51:14
458,Puerto Ayora,-0.7393,-90.3518,75.16,88,100,9.86,EC,2021-09-27 17:53:52
459,Atuona,-9.8,-139.0333,77.94,73,69,19.86,PF,2021-09-27 17:53:55
460,Khakhea,-24.6895,23.494,78.89,16,70,9.44,BW,2021-09-27 17:55:18
461,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
462,Conde,-7.2597,-34.9075,85.46,62,40,17.27,BR,2021-09-27 17:55:18
463,Lodwar,3.1191,35.5973,91.26,29,32,5.97,KE,2021-09-27 17:55:19
464,Hithadhoo,-0.6,73.0833,82.71,75,100,13.35,MV,2021-09-27 17:54:32
465,Manta,-0.95,-80.7333,83.98,61,20,10.36,EC,2021-09-27 17:55:19
466,Fortuna,40.5982,-124.1573,65.66,84,90,10.36,US,2021-09-27 17:55:19
467,Hilo,19.7297,-155.09,76.8,91,90,4.61,US,2021-09-27 17:53:41
468,Batemans Bay,-35.7167,150.1833,49.19,75,63,3.47,AU,2021-09-27 17:54:16
469,Faya,18.3851,42.4509,72.12,28,57,4.12,SA,2021-09-27 17:55:20
470,Rio Gallegos,-51.6226,-69.2181,59.05,21,40,25.32,AR,2021-09-27 17:51:51
471,Acapulco,16.8634,-99.8901,85.03,65,65,5.17,MX,2021-09-27 17:53:09
472,Tual,-5.6667,132.75,80.6,83,98,16.53,ID,2021-09-27 17:54:37
473,Puerto Madryn,-42.7692,-65.0385,61.68,25,14,6.08,AR,2021-09-27 17:51:07
474,Margate,51.3813,1.3862,62.46,63,21,1.01,GB,2021-09-27 17:55:20
475,Albany,42.6001,-73.9662,75.74,70,91,6.11,US,2021-09-27 17:54:22
476,Hambantota,6.1241,81.1185,80.78,73,74,18.7,LK,2021-09-27 17:55:20
477,Kayanza,-3.0667,29.6667,62.62,79,89,2.01,BI,2021-09-27 17:55:20
478,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
479,Ancud,-41.8697,-73.8203,54.93,68,48,6.53,CL,2021-09-27 17:54:33
480,Punta Arenas,-53.15,-70.9167,50.11,53,75,28.77,CL,2021-09-27 17:49:42
481,Tabas,33.5959,56.9244,81.48,22,0,4.81,IR,2021-09-27 17:55:21
482,Casa Nova,-9.4167,-41.1333,94.98,34,15,15.08,BR,2021-09-27 17:55:21
483,Awjilah,29.1081,21.2869,80.17,27,2,9.35,LY,2021-09-27 17:53:57
484,Tikapur,28.5,81.1333,79.65,80,11,4.25,NP,2021-09-27 17:55:22
485,Beira,-19.8436,34.8389,75.29,88,20,14.0,MZ,2021-09-27 17:54:45
486,Tura,25.5198,90.2201,73.85,90,38,3.69,IN,2021-09-27 17:55:22
487,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
488,Wenling,28.3669,121.36,77.92,92,16,3.94,CN,2021-09-27 17:55:22
489,Shakawe,-18.3667,21.85,76.37,15,2,1.61,BW,2021-09-27 17:55:23
490,Port Alfred,-33.5906,26.891,65.07,89,81,21.56,ZA,2021-09-27 17:54:11
491,Yerbogachen,61.2767,108.0108,33.08,87,100,13.65,RU,2021-09-27 17:55:23
492,Lagoa,39.05,-27.9833,68.31,75,86,17.13,PT,2021-09-27 17:55:23
493,Debre Tabor,11.85,38.0167,54.21,57,95,5.26,ET,2021-09-27 17:55:23
494,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
495,Tuy Hoa,13.0833,109.3,76.6,90,49,4.47,VN,2021-09-27 17:55:24
496,Butaritari,3.0707,172.7902,83.34,76,51,21.39,KI,2021-09-27 17:54:48
497,Baldeogarh,24.755,79.0681,77.99,86,75,7.16,IN,2021-09-27 17:55:24
498,Albany,42.6001,-73.9662,75.74,70,91,6.11,US,2021-09-27 17:54:22
499,Yulara,-25.2406,130.9889,66.04,26,6,5.75,AU,2021-09-27 17:54:05
500,Coruripe,-10.1256,-36.1756,79.93,68,23,11.56,BR,2021-09-27 17:55:24
501,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
502,Ushuaia,-54.8,-68.3,51.42,53,40,5.75,AR,2021-09-27 17:53:53
503,Zhangjiakou,40.81,114.8794,60.85,63,100,3.56,CN,2021-09-27 17:55:25
504,Cape Town,-33.9258,18.4232,60.28,59,40,10.36,ZA,2021-09-27 17:53:54
505,Antigonish,45.6169,-61.9986,69.15,59,0,11.01,CA,2021-09-27 17:55:25
506,Noumea,-22.2763,166.4572,58.98,74,48,4.88,NC,2021-09-27 17:55:25
507,Victoria,22.2855,114.1577,85.32,79,0,1.01,HK,2021-09-27 17:50:12
508,Puerto Ayora,-0.7393,-90.3518,75.16,88,100,9.86,EC,2021-09-27 17:53:52
509,Lebu,-37.6167,-73.65,55.36,54,0,17.2,CL,2021-09-27 17:54:38
510,Presidente Epitacio,-21.7633,-52.1156,98.6,23,3,7.29,BR,2021-09-27 17:55:26
511,Abu Dhabi,24.4667,54.3667,91.51,55,0,5.75,AE,2021-09-27 17:52:19
512,Lata,40.1629,-8.3327,73.04,83,97,3.29,PT,2021-09-27 17:55:26
513,Vila Franca Do Campo,37.7167,-25.4333,73.81,79,49,6.6,PT,2021-09-27 17:55:26
514,Ormara,25.2088,64.6357,83.62,75,73,11.03,PK,2021-09-27 17:55:27
515,Mar Del Plata,-38.0023,-57.5575,50.13,67,0,7.0,AR,2021-09-27 17:53:15
516,Brigantine,39.4101,-74.3646,83.03,48,1,9.22,US,2021-09-27 17:53:33
517,Coahuayana,18.7333,-103.6833,88.93,61,95,4.07,MX,2021-09-27 17:54:19
518,Hilo,19.7297,-155.09,76.8,91,90,4.61,US,2021-09-27 17:53:41
519,Melipilla,-33.7,-71.2167,83.73,40,8,8.7,CL,2021-09-27 17:55:27
520,Avarua,-21.2078,-159.775,71.65,94,8,1.14,CK,2021-09-27 17:54:14
521,Bengkulu,-3.8004,102.2655,76.24,92,98,3.56,ID,2021-09-27 17:54:00
522,New Norfolk,-42.7826,147.0587,45.91,69,74,1.01,AU,2021-09-27 17:53:50
523,Faanui,-16.4833,-151.75,78.93,77,7,18.16,PF,2021-09-27 17:55:27
524,Guerrero Negro,27.9769,-114.0611,72.46,64,39,12.39,MX,2021-09-27 17:54:38
525,Pierre,44.3683,-100.351,82.99,33,0,4.0,US,2021-09-27 17:55:28
526,Constitucion,-35.3333,-72.4167,60.84,46,28,15.1,CL,2021-09-27 17:55:15
527,Pitimbu,-7.4706,-34.8086,86.59,72,15,18.81,BR,2021-09-27 17:55:28
528,Hobart,-42.8794,147.3294,46.26,82,75,3.0,AU,2021-09-27 17:54:01
529,Buraydah,26.326,43.975,88.25,14,45,10.56,SA,2021-09-27 17:55:28
530,Marzuq,14.4,46.4667,80.91,33,14,4.52,YE,2021-09-27 17:55:29
531,Gazanjyk,39.2446,55.5154,68.14,38,0,9.6,TM,2021-09-27 17:55:29
532,Kodiak,57.79,-152.4072,42.44,50,42,2.17,US,2021-09-27 17:55:08
533,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
534,Saint-Philippe,-21.3585,55.7679,71.19,84,24,12.55,RE,2021-09-27 17:54:39
535,Malakal,9.5334,31.6605,77.56,72,66,2.33,SS,2021-09-27 17:55:29
536,Constitucion,-35.3333,-72.4167,60.84,46,28,15.1,CL,2021-09-27 17:55:15
537,Karachi,24.9056,67.0822,84.02,74,75,3.44,PK,2021-09-27 17:55:30
538,Ushuaia,-54.8,-68.3,51.42,53,40,5.75,AR,2021-09-27 17:53:53
539,Hobart,-42.8794,147.3294,46.26,82,75,3.0,AU,2021-09-27 17:54:01
540,Jiwani,25.05,61.7417,82.89,77,19,10.45,PK,2021-09-27 17:55:30
541,Katsuura,35.1333,140.3,68.14,81,70,14.03,JP,2021-09-27 17:54:48
542,Kavaratti,10.5669,72.642,81.59,79,95,20.4,IN,2021-09-27 17:55:30
543,Cape Town,-33.9258,18.4232,60.28,59,40,10.36,ZA,2021-09-27 17:53:54
544,Namibe,-15.1961,12.1522,64.42,88,8,10.51,AO,2021-09-27 17:54:15
545,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
546,Chapleau,47.8405,-83.4034,51.89,66,75,2.3,CA,2021-09-27 17:55:31
547,Fortuna,40.5982,-124.1573,65.66,84,90,10.36,US,2021-09-27 17:55:19
548,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
549,Yulara,-25.2406,130.9889,66.04,26,6,5.75,AU,2021-09-27 17:54:05
550,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
551,Ushuaia,-54.8,-68.3,51.42,53,40,5.75,AR,2021-09-27 17:53:53
552,Antsohihy,-14.8796,47.9875,77.36,51,41,11.5,MG,2021-09-27 17:55:31
553,Kelvington,52.1667,-103.5343,67.66,26,36,14.38,CA,2021-09-27 17:55:31
554,Camacha,33.0833,-16.3333,72.82,60,20,9.22,PT,2021-09-27 17:55:32
555,Humaita,-7.5061,-63.0208,99.01,35,63,1.16,BR,2021-09-27 17:55:32
556,Mataura,-46.1927,168.8643,40.48,86,36,2.86,NZ,2021-09-27 17:53:55
557,Formosa Do Rio Preto,-11.0483,-45.1931,99.84,17,9,5.21,BR,2021-09-27 17:55:32
558,Puerto Ayora,-0.7393,-90.3518,75.16,88,100,9.86,EC,2021-09-27 17:53:52
559,Blackpool,53.8167,-3.05,59.02,65,20,21.85,GB,2021-09-27 17:55:33
560,Georgetown,5.4112,100.3354,77.95,94,40,5.01,MY,2021-09-27 17:54:07
561,Torbay,47.6666,-52.7314,66.97,92,75,12.66,CA,2021-09-27 17:54:13
562,Tuy Hoa,13.0833,109.3,76.6,90,49,4.47,VN,2021-09-27 17:55:24
563,Vardo,70.3705,31.1107,55.15,87,0,16.11,NO,2021-09-27 17:55:33
564,Moorhead,46.8739,-96.7676,75.97,40,1,4.0,US,2021-09-27 17:55:33
565,Dukat,62.55,155.55,27.75,93,100,2.84,RU,2021-09-27 17:55:34
566,Port Alfred,-33.5906,26.891,65.07,89,81,21.56,ZA,2021-09-27 17:54:11
567,Sur,22.5667,59.5289,83.91,69,80,6.44,OM,2021-09-27 17:55:34
568,Manuk Mangkaw,4.8,119.85,83.86,73,13,7.43,PH,2021-09-27 17:55:34
569,Zwedru,6.0667,-8.1281,72.32,91,100,3.65,LR,2021-09-27 17:55:35
570,Bredasdorp,-34.5322,20.0403,57.27,77,83,5.28,ZA,2021-09-27 17:54:41
571,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
572,Oranjemund,-28.55,16.4333,56.62,78,98,13.67,NA,2021-09-27 17:54:04
573,Batticaloa,7.7102,81.6924,84.6,57,100,12.71,LK,2021-09-27 17:55:35
574,Esperance,-33.8667,121.9,53.44,81,97,18.3,AU,2021-09-27 17:54:16
575,Rikitea,-23.1203,-134.9692,73.09,73,15,21.5,PF,2021-09-27 17:53:49
576,Necochea,-38.5473,-58.7368,56.03,55,63,9.28,AR,2021-09-27 17:54:39
577,Finschhafen,-6.6024,147.8681,77.97,84,100,7.49,PG,2021-09-27 17:55:35
578,Aitape,-3.1374,142.3475,77.36,85,100,3.42,PG,2021-09-27 17:55:36
579,Mar Del Plata,-38.0023,-57.5575,50.13,67,0,7.0,AR,2021-09-27 17:53:15
580,Chumikan,54.7183,135.315,47.17,87,100,5.55,RU,2021-09-27 17:55:36
581,Roma,43.2128,-75.4557,75.85,77,100,3.67,US,2021-09-27 17:55:14
582,Wagar,16.1525,36.2032,96.1,27,92,2.24,SD,2021-09-27 17:55:36
583,Colombo,6.9319,79.8478,78.75,82,92,15.75,LK,2021-09-27 17:52:42
584,Catamarca,-28.4696,-65.7852,89.64,31,0,3.0,AR,2021-09-27 17:55:36
585,Abu Dhabi,24.4667,54.3667,91.51,55,0,5.75,AE,2021-09-27 17:52:19
586,Los Lunas,34.8062,-106.7334,75.9,45,97,1.99,US,2021-09-27 17:55:37
587,Bethel,41.3712,-73.414,78.03,58,1,9.22,US,2021-09-27 17:52:34
588,Wanaka,-44.7,169.15,36.1,82,6,1.01,NZ,2021-09-27 17:55:37
